,name,information,totalprice,unitprice
627,官龙名苑顶楼复式，私家露台，精致装修，品质生活,4室2厅 | 315.43平米 | 南 北 | 精装 | 高楼层(共29层) | 2013年建 | 板楼,17200000,54529
628,2018年新装修，中间楼层，西南向无遮挡，欠款可自赎,2室1厅 | 66.3平米 | 西南 | 精装 | 中楼层(共8层) | 2001年建 | 板楼,3880000,58522
629,佳华领汇广场 3室1厅 575万,3室1厅 | 87.95平米 | 东 | 毛坯 | 高楼层(共32层) | 2016年建 | 板塔结合,5750000,65379
630,景田宜居精装三房 适中楼层 万科物业 诚心出售,3室2厅 | 86.46平米 | 东北 | 精装 | 中楼层(共23层) | 2000年建 | 板塔结合,7650000,88481
631,万科第五园四期（万科里城）大三房满五唯一，诚心出售,3室2厅 | 89.13平米 | 东南 | 精装 | 中楼层(共26层) | 2011年建 | 板塔结合,6300000,70684
632,远洋新干线一期 三房一卫 南北对流 满五不唯一 急卖,3室1厅 | 80.33平米 | 东南 | 毛坯 | 高楼层(共32层) | 2014年建 | 板塔结合,3250000,40459
633,龙华深圳北 红山 世纪春城二期 南北双阳台居家大三房,3室1厅 | 101.3平米 | 南 | 简装 | 中楼层(共6层) | 2005年建 | 板楼,4900000,48372
634,和平广场  老街口 成熟配套 76平三房 诚心售,3室1厅 | 75.83平米 | 东北 | 精装 | 中楼层(共34层) | 2000年建 | 板塔结合,4100000,54069
635,满两年，业主诚心出售，楼层好。,3室2厅 | 53.66平米 | 东 | 简装 | 低楼层(共9层) | 1998年建 | 板塔结合,2100000,39136
636,业主急售！满两年精装大四房，后亭地铁口700米,4室2厅 | 129.01平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,5800000,44958
637,70年大产权，白金假日公寓户型，方正端头位置两房,2室1厅 | 40.83平米 | 东南 | 简装 | 中楼层(共28层) | 2007年建 | 塔楼,3650000,89396
638,万科天誉二期 经典三房 户型方正实用 舒适,3室2厅 | 88.1平米 | 东南 | 毛坯 | 低楼层(共42层) | 2017年建 | 板塔结合,4100000,46539
639,松坪村竹苑  南向2房  红本在手 普通住宅,2室2厅 | 64.33平米 | 南 | 简装 | 低楼层(共7层) | 1995年建 | 板楼,4700000,73061
640,万科公园里一期 2室2厅 278万,2室2厅 | 70.39平米 | 东 | 精装 | 高楼层(共29层) | 2012年建 | 塔楼,2780000,39495
641,融湖三房两卫 大社区 小区环境好  总价低户型正,3室2厅 | 89.86平米 | 南 | 毛坯 | 低楼层(共29层) | 1993年建 | 板楼,4000000,44514
642,香缇雅苑 08年精装大两房满五唯一,2室1厅 | 64.55平米 | 东南 | 精装 | 中楼层(共18层) | 2007年建 | 板塔结合,3480000,53912
643,南北户型、东南朝向、闹中取静。,3室1厅 | 126.55平米 | 东南 | 精装 | 低楼层(共28层) | 2002年建 | 塔楼,12300000,97195
644,信义溢芳园，2房满五唯一，业主诚心出售,2室1厅 | 69.86平米 | 东 | 简装 | 中楼层(共24层) | 2008年建 | 塔楼,3250000,46522
645,南联地铁口，标准两房户型，诚心出售,2室2厅 | 81.79平米 | 南 | 精装 | 中楼层(共31层) | 2010年建 | 塔楼,2700000,33012
646,龙辉花园 中间位置 通透户型 业主诚售,3室2厅 | 86.52平米 | 南 | 简装 | 高楼层(共8层) | 2003年建 | 塔楼,5350000,61836
647,满五年唯一 泰华锦绣城经典三居室  诚意出售,3室2厅 | 93.3平米 | 东 | 精装 | 高楼层(共13层) | 2000年建 | 板塔结合,4800000,51447
648,满五年 红本在手  诚心卖  看花园 安静,3室1厅 | 90.29平米 | 西南 | 简装 | 中楼层(共27层) | 2002年建 | 塔楼,7800000,86389
649,配套成熟  户型格局方正 视野开阔 采光充足,4室1厅 | 105.28平米 | 南 | 精装 | 高楼层(共32层) | 2015年建 | 板塔结合,8200000,77888
650,星座大厦标准二房二厅 红本在手 税费少,2室2厅 | 64.61平米 | 西南 | 精装 | 高楼层(共33层) | 2005年建 | 塔楼,6380000,98747
651,汇龙花园三房两厅，可做四房，安静看小区花园,3室2厅 | 88.65平米 | 南 北 | 简装 | 中楼层(共7层) | 1999年建 | 板塔结合,5500000,62042
652,中信海阔天空 单价低安静4房 南北向看花园高新部,4室2厅 | 135.22平米 | 南 北 | 简装 | 低楼层(共31层) | 2004年建 | 板楼,15000000,110931
653,创世纪滨海花园 4室2厅 850万,4室2厅 | 117.47平米 | 西南 | 简装 | 高楼层(共23层) | 2001年建 | 塔楼,8500000,72359
654,玉华花园  舒适大两房  满五年 红本在手,2室1厅 | 80.4平米 | 东南 | 精装 | 中楼层(共8层) | 1995年建 | 板塔结合,3500000,43533
655,龙岗区 万科清林径  正规精装三房 朝南 业主急售,3室1厅 | 79.76平米 | 东南 | 精装 | 中楼层(共32层) | 2012年建 | 板塔结合,2850000,35733
656,永新汇来福士地铁口南山中区双地铁口物业业主诚心出售,1室1厅 | 40.91平米 | 南 | 简装 | 高楼层(共8层) | 1992年建 | 板楼,2400000,58666
657,新浩城花园 侨城东地铁口 复式少有在售户型,6室2厅 | 277.46平米 | 西南 东北 | 精装 | 高楼层(共7层) | 1997年建 | 板塔结合,19000000,68479
658,通透方正三房，通风采光棒，满五税费少，诚心出售,3室1厅 | 93.85平米 | 南 | 简装 | 低楼层(共9层) | 1998年建 | 板塔结合,8350000,88972
659,慢城三期改善型大四房，厅出阳台户型方正，满五唯一,4室1厅 | 88.68平米 | 东南 | 精装 | 中楼层(共22层) | 2008年建 | 板塔结合,4300000,48489
660,可园南向小三房 精装拎包入住 白鸽笼地铁口 万象汇旁,3室2厅 | 69.92平米 | 南 | 精装 | 中楼层(共18层) | 2005年建 | 板塔结合,3800000,54348
661,阳光里标准两室，稀有出售，采光好视野开阔，红本在手,2室2厅 | 45平米 | 西南 | 精装 | 中楼层(共31层) | 2013年建 | 塔楼,4990000,110889
662,免个税 免土增  精装2房 次新楼盘 业主诚心卖！,2室1厅 | 42.88平米 | 西南 | 精装 | 高楼层(共34层) | 2016年建 | 板塔结合,1120000,26120
663,地铁口小区 满五 精装二房  视野开阔,2室1厅 | 47平米 | 西北 | 精装 | 高楼层(共30层) | 2009年建 | 板塔结合,3560000,75745
664,小区自带泳池，地铁口米，户型方正,3室1厅 | 70.41平米 | 南 | 精装 | 中楼层(共14层) | 2003年建 | 板塔结合,2850000,40478
665,原始一房一厅 户型房正 南北对流 适合居家,1室1厅 | 37.54平米 | 南 | 简装 | 中楼层(共9层) | 1997年建 | 板楼,2900000,77251
666,此房子满五年唯一，方正通透，位置安静，中高楼层。,3室1厅 | 93.41平米 | 南 | 精装 | 高楼层(共14层) | 2005年建 | 塔楼,4790000,51280
667,龙华花半里，正规大三房，业主城心出售，位置安静,3室1厅 | 85.85平米 | 南 | 精装 | 33层 | 2012年建 | 板塔结合,3950000,46011
668,慢城三期  精装修    朝南看花园  双阳台,4室1厅 | 86.2平米 | 东 东南 | 精装 | 高楼层(共18层) | 2008年建 | 板塔结合,4100000,47564
669,白金假日公寓 坪洲地铁口空中花园小区 东南看花园,2室1厅 | 43.4平米 | 东南 | 精装 | 高楼层(共28层) | 2007年建 | 塔楼,3630000,83641
670,"精装修电梯，满五年,近地铁，刚需自住",2室2厅 | 85.21平米 | 南 | 精装 | 中楼层(共11层) | 2009年建 | 板塔结合,2600000,30513
671,欧景城电梯大4房精装拎包入住 满五,4室2厅 | 116.35平米 | 东 西 | 精装 | 中楼层(共11层) | 2003年建 | 板塔结合,4400000,37817
672,业主诚心出售南外大冲，正规两房，满五年唯一,2室1厅 | 57.67平米 | 东 | 简装 | 低楼层(共31层) | 2002年建 | 塔楼,5600000,97105
673,中高楼层 三条地铁线  南向双卫  实用户型,3室1厅 | 100.21平米 | 西南 | 简装 | 中楼层(共31层) | 2000年建 | 板塔结合,5900000,58877
674,此房户型合理，采光优质，视野开阔，业主诚心卖房,2室1厅 | 45.49平米 | 北 | 简装 | 高楼层(共32层) | 2006年建 | 塔楼,4100000,90130
675,科技园 缘来居 双阳台 东南向 看房方便,2室1厅 | 74.53平米 | 东南 | 简装 | 低楼层(共15层) | 2007年建 | 板塔结合,6600000,88555
676,左庭右院 4室1厅 465万,4室1厅 | 115.65平米 | 南 | 精装 | 中楼层(共18层) | 2006年建 | 板塔结合,4650000,40208
677,满五年免增值税，近东门国贸、万象城商圈配套完善,1室1厅 | 59.29平米 | 东 | 精装 | 高楼层(共39层) | 2005年建 | 板塔结合,2580000,43515
678,近前海  45区城市更新 片区107市政化改造规划,2室2厅 | 70平米 | 西南 | 简装 | 中楼层(共7层) | 1996年建 | 板塔结合,3890000,55572
679,大三房两卫 东南 采光好 近地铁,3室1厅 | 108平米 | 东 | 简装 | 中楼层(共16层) | 2001年建 | 板塔结合,6500000,60186
680,满五唯一，南北向舒适三居室，精装修，看房方便,3室1厅 | 63平米 | 南 | 精装 | 低楼层(共8层) | 1989年建 | 板塔结合,5200000,82540
681,潜龙鑫茂花园 大两房 红本满五唯一,2室1厅 | 72.35平米 | 东北 | 精装 | 中楼层(共12层) | 2006年建 | 板塔结合,3850000,53214
682,花园社区，楼层好 ， 交通便利 配套齐全,3室1厅 | 93.44平米 | 东 | 简装 | 中楼层(共23层) | 2007年建 | 板塔结合,7000000,74915
683,国贸正规三房，近罗湖口岸金光华广场,3室2厅 | 104平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,4150000,39904
684,地铁精装4房2卫，东南朝向看花园，中高层采光通风好,4室1厅 | 86.14平米 | 东南 | 精装 | 高楼层(共14层) | 2013年建 | 塔楼,6200000,71976
685,向南瑞峰特殊户型 客厅出阳台 精致三房 地铁口物业,3室2厅 | 78.75平米 | 西南 | 精装 | 低楼层(共31层) | 2011年建 | 塔楼,5500000,69842
686,随时方便看房，灵芝地铁站，精装小2房，业主诚心售,2室1厅 | 37.3平米 | 东南 | 精装 | 中楼层(共32层) | 2005年建 | 板塔结合,2820000,75604
687,房子满五唯一，通风采光好，视野开阔，花园中间安静,3室2厅 | 80.19平米 | 北 | 简装 | 高楼层(共8层) | 1997年建 | 板塔结合,2800000,34918
688,锦上花家园 新装修 中高楼层 视野好,1室1厅 | 39.2平米 | 北 | 精装 | 中楼层(共32层) | 2003年建 | 板塔结合,2180000,55613
689,户型方正 采光好  业主诚心卖,2室2厅 | 79.19平米 | 东南 | 精装 | 中楼层(共17层) | 2001年建 | 板塔结合,5900000,74505
690,桃园南山双地铁口满五唯一120平三房单价只要5万四,3室2厅 | 120.23平米 | 北 | 精装 | 低楼层(共18层) | 2001年建 | 塔楼,6500000,54064
691,熙璟城三房两卫  楼栋楼层朝向好 有商城 有公交,3室2厅 | 88.32平米 | 东南 | 精装 | 高楼层(共32层) | 2014年建 | 板塔结合,3800000,43026
692,满五唯一红本在手 朝南通透 看花园 安静不吵自住！,3室2厅 | 100.46平米 | 南 | 精装 | 中楼层(共11层) | 2002年建 | 塔楼,11200000,111488
693,24小时有车位，满5为一，客厅出阳台，诚心卖房换大房,2室1厅 | 69.92平米 | 南 | 精装 | 高楼层(共31层) | 2010年建 | 板塔结合,3100000,44337
694,龙岗地铁口物业  户型方正  精装大三房,3室2厅 | 84.67平米 | 东南 | 精装 | 高楼层(共32层) | 2017年建 | 板塔结合,3300000,38975
695,精装大三房，三阳台别致户型，看花园,3室2厅 | 126.68平米 | 东北 | 精装 | 中楼层(共22层) | 2009年建 | 板塔结合,7580000,59836
696,金地梅陇镇三期安静位置三房，前后大阳台,3室2厅 | 89.83平米 | 南 | 精装 | 高楼层(共18层) | 2008年建 | 板塔结合,5100000,56774
697,南山区 深华园 小区精装一房 地铁口物业,1室1厅 | 33.81平米 | 西南 | 精装 | 高楼层(共8层) | 1994年建 | 板塔结合,2250000,66549
698,桂芳园五期朝东南向精装修的两房,2室2厅 | 69.53平米 | 东南 | 精装 | 高楼层(共15层) | 2003年建 | 板塔结合,3190000,45880
699,11号线宝安站三层精装复式，使用率高，看房方便,6室3厅 | 172.28平米 | 南 | 精装 | 高楼层(共29层) | 2007年建 | 板塔结合,16000000,92873
700,满五年 红本在手 面积大 小区中间无遮挡,5室2厅 | 185.52平米 | 东南 西北 | 简装 | 中楼层(共14层) | 2000年建 | 板楼,16500000,88940
701,2017年底，精装房角，2年 家家私家店,3室2厅 | 87.34平米 | 西北 | 精装 | 低楼层(共40层) | 2017年建 | 板塔结合,4180000,47859
702,满两年  国际名园  边角大一房一厅,1室1厅 | 46.54平米 | 东 | 精装 | 中楼层(共31层) | 2004年建 | 板塔结合,2300000,49420
703,莱蒙水榭春天三期 2室1厅 550万,2室1厅 | 66.38平米 | 东南 | 简装 | 中楼层(共33层) | 2011年建 | 塔楼,5500000,82857
704,莲塘+小户型+装修好+房子不错+快进来看看吧,1室1厅 | 42.35平米 | 东 | 精装 | 高楼层(共9层) | 2002年建 | 板塔结合,2330000,55018
705,双证四房  南北通   房子保养好 前后看花园,4室2厅 | 121.47平米 | 南 | 精装 | 中楼层(共15层) | 2012年建 | 板塔结合,5700000,46926
706,3号线横岗站300米，东南全明3房，业主诚心卖,3室2厅 | 88.94平米 | 东南 | 精装 | 低楼层(共33层) | 2013年建 | 板塔结合,3520000,39578
707,福中福花园二期 3室2厅 470万,3室2厅 | 76.04平米 | 东南 | 精装 | 中楼层(共7层) | 2002年建 | 板楼,4700000,61810
708,满五唯一红本，税费少，高楼层南向，采光通风好,3室1厅 | 95.11平米 | 西南 | 精装 | 高楼层(共32层) | 2005年建 | 板塔结合,8800000,92525
709,花园城一期精装小两房 满2年 前后阳台 业主诚心卖房,2室1厅 | 57.55平米 | 北 | 精装 | 低楼层(共9层) | 2001年建 | 板塔结合,5650000,98176
710,梅花新园两房，户型方正，刚需上车,2室1厅 | 66.06平米 | 北 | 简装 | 中楼层(共11层) | 2003年建 | 板楼,3300000,49955
711,布吉地铁口 龙威花园大三房 朝南采光好 业主诚售,3室1厅 | 107.44平米 | 东南 | 简装 | 中楼层(共8层) | 2001年建 | 板塔结合,3180000,29598
712,户型很实用空间很大，客厅出阳台，看花园采光通风很好,3室1厅 | 89.44平米 | 西 | 简装 | 高楼层(共33层) | 2016年建 | 板塔结合,4800000,53668
713,麻雀虽小五脏俱全 满五唯一 欠款少 诚心出售,2室1厅 | 59.8平米 | 南 | 精装 | 中楼层(共33层) | 2014年建 | 板塔结合,2380000,39800
714,风和日丽 中间位置三房 中楼层 红本满五  值得拥有,3室1厅 | 87.1平米 | 南 | 简装 | 中楼层(共7层) | 2001年建 | 塔楼,3800000,43629
715,地铁物业 精装修朝南向 视野开阔,3室2厅 | 88.28平米 | 南 | 精装 | 中楼层(共39层) | 2015年建 | 板塔结合,8600000,97418
716,光明1号 3室2厅 440万,3室2厅 | 88.35平米 | 北 | 精装 | 低楼层(共32层) | 2016年建 | 板塔结合,4400000,49802
717,幸福城一期 3室1厅 550万,3室1厅 | 88.24平米 | 东南 | 简装 | 高楼层(共29层) | 2014年建 | 板塔结合,5500000,62331
718,时代景苑精装方正两房带20平达露台。,2室1厅 | 77.59平米 | 东 | 精装 | 中楼层(共11层) | 2006年建 | 板塔结合,3550000,45754
719,皇岗公园大社区——共和世家大三房、小区自带教育设施,3室2厅 | 125.16平米 | 西南 | 简装 | 中楼层(共14层) | 2001年建 | 板塔结合,7800000,62321
720,正南向，3房两卫，高楼层，通风采光好！安静！,3室1厅 | 84.03平米 | 南 | 精装 | 高楼层(共31层) | 2012年建 | 板塔结合,6380000,75926
721,满五年红本在手，户型方正看房方便,3室1厅 | 81平米 | 东南 | 简装 | 低楼层(共9层) | 1993年建 | 板塔结合,4650000,57408
722,布吉石芽岭公园 东南向看小区 安静,2室2厅 | 75.06平米 | 南 | 简装 | 低楼层(共11层) | 2000年建 | 板塔结合,2650000,35306
723,华润城一期，简约灵动格局大三室，明亮无遮挡,3室2厅 | 87.03平米 | 西北 | 精装 | 53层 | 2016年建 | 塔楼,12990000,149259
724,万科红二期 2室2厅 425万,2室2厅 | 71.74平米 | 南 | 精装 | 高楼层(共31层) | 2013年建 | 塔楼,4250000,59242
725,名骏豪庭 一房一厅 中间楼层 精装修  业主诚信出售,1室1厅 | 43平米 | 北 | 精装 | 中楼层(共18层) | 2003年建 | 板塔结合,2100000,48838
726,房子业主诚心卖 房子朝南 采光好,2室1厅 | 63.11平米 | 南 | 精装 | 中楼层(共32层) | 2004年建 | 板塔结合,3450000,54667
727,满五唯一税费少，位置安静全屋精装看花园，业主诚心卖,3室1厅 | 89.58平米 | 西南 | 精装 | 低楼层(共16层) | 2015年建 | 塔楼,4780000,53361
728,麒麟花园  免个税 免增值税 费用极少 诚心出售,2室1厅 | 54.88平米 | 北 | 精装 | 高楼层(共24层) | 2004年建 | 塔楼,6700000,122085
729,横岗 信义锦绣花园 14号线5站至福田 业主诚心出售,3室2厅 | 94.06平米 | 西北 | 简装 | 高楼层(共11层) | 2008年建 | 板塔结合,3580000,38061
730,韵动家园2房，红本在手，满五年，住家精装修诚心出售,2室2厅 | 63.36平米 | 西 | 精装 | 中楼层(共29层) | 2005年建 | 板塔结合,4200000,66288
731,旭飞华达园357号地铁，全朝南出阳台 红本满五唯一,2室1厅 | 57.2平米 | 东南 南 | 简装 | 24层 | 2002年建 | 塔楼,2950000,51574
732,二期次新房  高层看海景  双龙抱珠户型  房间宽敞,3室2厅 | 74.76平米 | 西北 | 毛坯 | 高楼层(共51层) | 2018年建 | 塔楼,7200000,96309
733,龙岗中 心城，复式四房，满两年红本在手，诚心出售。,4室2厅 | 100.7平米 | 南 | 精装 | 中楼层(共33层) | 2015年建 | 塔楼,4000000,39722
734,银座金钻 高层视野好 满二年 国贸金光华,2室1厅 | 55.47平米 | 西南 | 精装 | 高楼层(共30层) | 2003年建 | 板塔结合,2390000,43087
735,罗湖关口南北通小两房户型方正红本在手看房方便,2室1厅 | 55.76平米 | 南 | 简装 | 高楼层(共18层) | 1983年建 | 塔楼,2450000,43939
736,满五唯一 花园社区 碧海湾地铁站 四房,3室2厅 | 126.68平米 | 西南 | 简装 | 低楼层(共22层) | 2009年建 | 板塔结合,7400000,58415
737,龙华花半里三房一卫，满五唯一房。,3室2厅 | 85.95平米 | 西南 | 精装 | 33层 | 2012年建 | 板塔结合,4000000,46539
738,花园式小区一房一厅，出门即是大商场，地铁通到家门口,1室1厅 | 46平米 | 南 | 精装 | 高楼层(共18层) | 2006年建 | 塔楼,2300000,50000
739,丽湖花园二期 刚需小两房 业主急卖 价格可谈,2室1厅 | 55.03平米 | 东南 西北 | 精装 | 高楼层(共8层) | 1999年建 | 板塔结合,1780000,32346
740,龙岗珑禧雅苑 养生居家之所 标准3房2厅2卫业主诚卖,3室2厅 | 89.5平米 | 南 | 毛坯 | 高楼层(共10层) | 2015年建 | 塔楼,3050000,34079
741,卓弘高爾夫 實用129平單證平層 好房源 好生活,4室1厅 | 129.28平米 | 南 | 精装 | 低楼层(共31层) | 2013年建 | 塔楼,5200000,40223
742,佳兆业山海城 高楼层看园景四房 红本满两年 无增值税,4室2厅 | 105.61平米 | 西北 | 简装 | 31层 | 2016年建 | 塔楼,4300000,40716
743,业主自住 看房方便  交通配套完善,2室1厅 | 68.99平米 | 东南 西北 | 精装 | 低楼层(共28层) | 2000年建 | 板塔结合,3200000,46384
744,中海四期两房，朝南采光好，户型方正，安静看花园,2室1厅 | 69.97平米 | 南 | 精装 | 中楼层(共6层) | 2002年建 | 板楼,3000000,42876
745,小区中间安静位置，前后均看花园，2+1户型方正又实用,2室1厅 | 78.73平米 | 西 | 精装 | 中楼层(共7层) | 2000年建 | 板楼,4200000,53347
746,花城四期 跃式大3房 双阳台  端户 位置安静无遮挡,3室2厅 | 104.21平米 | 南 | 简装 | 中楼层(共6层) | 2002年建 | 板塔结合,4850000,46541
747,龙城广场地铁口物业，精装3房，带大露台，实用率高,2室2厅 | 69.98平米 | 东南 | 精装 | 低楼层(共6层) | 2003年建 | 板楼,2500000,35725
748,东南一线海景 佳兆业山海城  全新精装 红本满两年,3室2厅 | 83.25平米 | 东南 | 精装 | 31层 | 2016年建 | 塔楼,3680000,44205
749,大运三房全新装修急售，正南向高楼层，视野开阔。,3室2厅 | 76.99平米 | 南 | 精装 | 高楼层(共30层) | 2016年建 | 塔楼,4250000,55202
750,大花园社区，楼下沃尔玛，大益广场带装修两房,2室2厅 | 65.48平米 | 东南 | 精装 | 高楼层(共9层) | 2002年建 | 板塔结合,3800000,58033
751,锦花大厦高层大三房，使用率高，户型方正装修风精致,3室1厅 | 98.18平米 | 西北 | 精装 | 高楼层(共24层) | 1990年建 | 塔楼,3300000,33612
752,城市阳光正规两房 满五年唯一 高楼层 诚心出售,2室1厅 | 64.73平米 | 东 | 精装 | 高楼层(共22层) | 2011年建 | 板塔结合,2850000,44030
753,双地铁口 满五年唯一红本在手 看公园安静 上学方便,3室1厅 | 113.92平米 | 西北 | 简装 | 中楼层(共11层) | 2009年建 | 板塔结合,7150000,62764
754,业主诚售 满五唯一 大花园社区 户型方正 看房方便,2室2厅 | 71.41平米 | 东 | 简装 | 高楼层(共31层) | 2006年建 | 板塔结合,4960000,69459
755,优质小区 近福外 户型方正利用率高,3室2厅 | 113.99平米 | 南 | 简装 | 低楼层(共20层) | 1996年建 | 板塔结合,7700000,67550
756,"此房 满五唯一,户型方正 采光通风好",3室2厅 | 93.79平米 | 西南 | 精装 | 低楼层(共32层) | 2004年建 | 塔楼,3680000,39237
757,福田CBD、棚改物业、满5年唯一住房、高层南向,3室2厅 | 103.2平米 | 南 | 简装 | 高楼层(共7层) | 1992年建 | 板塔结合,7000000,67830
758,精装三房，卧室三分而置，双阳台，南北透采光足,3室1厅 | 103.9平米 | 南 | 精装 | 中楼层(共8层) | 1997年建 | 板楼,3300000,31762
759,复式电梯两房，5号线灵芝地铁站距离1公里,2室2厅 | 43.26平米 | 东南 | 简装 | 中楼层(共15层) | 2004年建 | 板塔结合,3100000,71660
760,碧海名园 2室2厅 395万,2室2厅 | 59.96平米 | 西南 | 精装 | 低楼层(共6层) | 2004年建 | 塔楼,3950000,65878
761,国城花园 红本在手 免个税 装修保养好 业主诚心出售,3室1厅 | 102.52平米 | 西北 | 精装 | 高楼层(共31层) | 1998年建 | 板塔结合,15800000,154117
762,锦绣江南一期 朝南 位置安静 带27平私家花园,3室2厅 | 89.37平米 | 南 | 简装 | 低楼层(共6层) | 2003年建 | 板楼,4050000,45318
763,鹏益花园 1室0厅 228万,1室0厅 | 33.65平米 | 南 | 简装 | 中楼层(共24层) | 1994年建 | 塔楼,2280000,67757
764,向南瑞峰花园 3室2厅 630万,3室2厅 | 69.58平米 | 南 | 精装 | 高楼层(共31层) | 2011年建 | 塔楼,6300000,90544
765,塘朗山下 俊峰丽舍 安静通透大三房 交通便利地铁7号线,3室2厅 | 107.46平米 | 西北 | 精装 | 低楼层(共18层) | 2004年建 | 板塔结合,6900000,64210
766,茂业城 满五年免个税 电梯 高楼层 费用低 大芬 沃尔玛,2室1厅 | 50.54平米 | 东南 | 精装 | 高楼层(共12层) | 1998年建 | 板塔结合,1910000,37792
767,此房业主诚心出售，满两年，总价低,3室2厅 | 85.93平米 | 西南 | 毛坯 | 高楼层(共32层) | 2017年建 | 塔楼,3680000,42826
768,港湾生活小区大三房，满两年，采光通风，精装,3室1厅 | 96.7平米 | 东 | 精装 | 高楼层(共8层) | 1993年建 | 平房,5100000,52741
769,正南，采光佳，费用低一手业主，红本在手，高性比房源,4室1厅 | 129.79平米 | 南 | 简装 | 低楼层(共18层) | 2007年建 | 板楼,5980000,46075
770,高层海边海景房，通透户型——视野好,2室1厅 | 68.81平米 | 东南 | 精装 | 高楼层(共17层) | 2009年建 | 塔楼,5400000,78477
771,木棉湾地铁口正规三房  满五年,3室2厅 | 82.78平米 | 西南 | 简装 | 高楼层(共28层) | 2005年建 | 板塔结合,3550000,42885
772,固戍站旁 自住三房 高楼层 闹中取静,3室2厅 | 86.26平米 | 南 北 | 精装 | 高楼层(共11层) | 2014年建 | 板塔结合,4500000,52168
773,房子满三年3房2卫 户型使用公摊面积少 居住安静,3室2厅 | 109.07平米 | 西南 | 精装 | 中楼层(共7层) | 2001年建 | 板塔结合,5000000,45843
774,南山地铁站 精装一房 红本满五年 户型方正 客厅朝南,1室1厅 | 48.09平米 | 南 | 精装 | 中楼层(共24层) | 2004年建 | 塔楼,4050000,84218
775,满5年唯一免个税 东南向看区委安静无遮挡 楼下双地铁,4室2厅 | 134.15平米 | 南 东南 | 精装 | 中楼层(共33层) | 1999年建 | 板塔结合,8600000,64108
776,户型方正，业主自住保养好！满三年唯一，少量欠款,1室0厅 | 22.33平米 | 南 | 简装 | 高楼层(共9层) | 2003年建 | 板楼,1410000,63144
777,满五年 红本在手 看房方便 近大新地铁,2室1厅 | 76.09平米 | 东 | 精装 | 中楼层(共11层) | 2004年建 | 板楼,5900000,77540
778,一梯两户 南北向 好楼层 位置安静 精装修 税费少,2室2厅 | 66.25平米 | 南 北 | 精装 | 高楼层(共7层) | 1997年建 | 板楼,4690000,70793
779,梅林一村十二区优质朝南房，高楼层视野好，装修棒,3室2厅 | 89.72平米 | 东南 | 简装 | 中楼层(共31层) | 2000年建 | 板塔结合,6550000,73005
780,钥匙房  红本满5年  东南朝向 业主诚卖,1室1厅 | 38.82平米 | 东南 | 简装 | 中楼层(共24层) | 1994年建 | 板塔结合,2680000,69037
781,万科云城 业主诚心出售 中间楼层 南向采光好,3室2厅 | 98.68平米 | 西南 | 精装 | 中楼层(共40层) | 2017年建 | 塔楼,7800000,79044
782,满五唯一、红本在手，总价低业主诚心卖的好房,2室1厅 | 61.08平米 | 东南 | 精装 | 低楼层(共33层) | 2005年建 | 板塔结合,3100000,50754
783,"前海辐射,使用率高,中间层看花园,业主诚心出售.",2室1厅 | 77.09平米 | 东北 | 简装 | 低楼层(共15层) | 2007年建 | 板塔结合,5500000,71346
784,户型方正朝南通风好采光好，过渡自住适宜。,3室1厅 | 76.9平米 | 南 | 精装 | 高楼层(共30层) | 2003年建 | 塔楼,3240000,42133
785,东方尊峪  精装二房  红本在手  满五年,2室1厅 | 88.71平米 | 南 | 精装 | 低楼层(共24层) | 2008年建 | 板塔结合,4880000,55011
786,双地铁物业，满五税少，东南向，采光通透，看房方便,3室2厅 | 94.5平米 | 东南 | 精装 | 中楼层(共7层) | 2002年建 | 板楼,5600000,59260
787,丽湖花园电梯两房两厅 大阳台 满五唯一税费少,2室2厅 | 63.14平米 | 北 | 简装 | 中楼层(共18层) | 2000年建 | 板塔结合,2480000,39278
788,两梯四户，红本无欠款户型通透，采光充足三房。,3室2厅 | 88.37平米 | 东南 | 精装 | 中楼层(共32层) | 2015年建 | 板塔结合,6900000,78081
789,深业东岭 交通便利 红本在手 看房提前约,3室2厅 | 79.9平米 | 东南 | 精装 | 低楼层(共41层) | 2017年建 | 板楼,5300000,66333
790,户型好不好就看这一套，高拓展，花园中间，一手税费少,3室2厅 | 88.25平米 | 西南 | 精装 | 中楼层(共30层) | 2012年建 | 塔楼,6180000,70029
791,高楼层南向三房，红本满五唯一，视野采光好,3室1厅 | 92.56平米 | 东南 南 | 精装 | 高楼层(共24层) | 2002年建 | 板塔结合,7080000,76491
792,东方半岛 通透两房 免个税 厅出阳台 木棉湾 沃尔玛,2室2厅 | 75.57平米 | 南 | 精装 | 中楼层(共11层) | 1999年建 | 板塔结合,2750000,36391
793,上梅林地铁口，南向二房，经典户型，安静看小区。,2室1厅 | 61.11平米 | 南 | 简装 | 高楼层(共7层) | 1999年建 | 板塔结合,3650000,59729
794,地铁口精装大三房，红本满5唯一，采光好、拎包入住,3室2厅 | 102.7平米 | 东南 | 精装 | 中楼层(共11层) | 1998年建 | 塔楼,5300000,51607
795,岸上林居100平复式，精装四房，拎包入住,4室2厅 | 100.8平米 | 南 | 精装 | 中楼层(共33层) | 2015年建 | 塔楼,3700000,36707
