No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,avg
30942,2013,7,13,5,2,127,148,126,128,22,88,1006,24,cv,0.89,0,0,132.25
30943,2013,7,13,6,2,136,138,140,136,23,94,1007,24,SE,0.89,0,0,137.5
30944,2013,7,13,7,2,155,163,152,130,23,88,1007,25,SE,2.68,0,0,150
30945,2013,7,13,8,2,167,201,167,135,23,78,1007,27,cv,0.89,0,0,167.5
30946,2013,7,13,9,2,178,203,174,128,23,78,1007,27,SE,1.79,0,0,170.75
30947,2013,7,13,10,2,145,186,141,108,23,70,1007,29,cv,0.89,0,0,145
30948,2013,7,13,11,2,115,143,107,92,22,65,1007,29,SE,3.13,0,0,114.25
30949,2013,7,13,12,2,107,141,98,96,22,65,1007,29,SE,4.92,0,0,110.5
30950,2013,7,13,13,2,105,134,99,93,22,62,1007,30,SE,6.71,0,0,107.75
30951,2013,7,13,14,2,92,128,84,80,22,62,1006,30,SE,8.5,0,0,96
30952,2013,7,13,15,2,63,107,68,67,22,58,1006,31,SE,10.29,0,0,76.25
30953,2013,7,13,16,2,75,99,66,59,23,62,1006,31,SE,13.42,0,0,74.75
30954,2013,7,13,17,2,79,106,76,68,22,58,1006,31,SE,16.55,0,0,82.25
30955,2013,7,13,18,2,77,140,104,98,22,62,1006,30,SE,19.68,0,0,104.75
30956,2013,7,13,19,2,77,140,104,82,22,65,1006,29,SE,22.81,0,0,100.75
30957,2013,7,13,20,2,126,192,128,116,23,74,1006,28,SE,25.94,0,0,140.5
30958,2013,7,13,21,2,168,192,152,140,22,74,1007,27,SE,29.96,0,0,163
30959,2013,7,13,22,2,158,167,146,131,22,74,1007,27,SE,33.09,0,0,150.5
30960,2013,7,13,23,2,122,110,104,94,21,73,1007,26,SE,36.22,0,0,107.5
30961,2013,7,14,0,2,109,121,103,94,21,78,1007,25,SE,38.01,0,0,106.75
30962,2013,7,14,1,2,112,121,98,92,21,78,1007,25,SE,41.14,0,0,105.75
30963,2013,7,14,2,2,117,129,101,101,21,78,1007,25,SE,44.27,0,0,112
30964,2013,7,14,3,2,116,125,111,99,21,83,1008,24,SE,47.4,0,0,112.75
30965,2013,7,14,4,2,110,142,115,113,22,88,1008,24,SE,50.53,0,0,120
30966,2013,7,14,5,2,140,171,150,136,22,88,1008,24,SE,52.32,0,0,149.25
30967,2013,7,14,6,2,171,179,178,162,22,94,1009,23,SE,54.11,0,0,172.5
30968,2013,7,14,7,2,158,135,139,127,21,83,1009,24,SE,55.9,0,0,139.75
30969,2013,7,14,8,2,122,113,108,93,22,83,1009,25,SE,57.69,0,0,109
30970,2013,7,14,9,2,110,104,91,83,22,78,1009,26,SE,59.48,0,0,97
30971,2013,7,14,10,2,90,109,85,71,22,74,1009,27,SE,61.27,0,0,88.75
30972,2013,7,14,11,2,71,106,92,73,22,69,1009,28,cv,0.89,0,0,85.5
30973,2013,7,14,12,2,86,106,87,80,21,62,1008,29,SE,1.79,0,0,89.75
30974,2013,7,14,13,2,76,100,84,75,21,62,1007,29,SE,3.58,0,0,83.75
30975,2013,7,14,14,2,76,99,77,67,21,58,1007,30,cv,1.79,0,0,79.75
30976,2013,7,14,15,2,63,101,71,76,22,62,1006,30,SE,1.79,0,0,77.75
30977,2013,7,14,16,2,58,87,60,68,21,58,1006,30,SE,3.58,0,0,68.25
30978,2013,7,14,17,2,66,91,62,64,20,58,1006,29,SE,6.71,0,0,70.75
30979,2013,7,14,18,2,89,107,80,85,20,61,1005,28,SE,10.73,0,0,90.25
30980,2013,7,14,19,2,80,93,75,67,21,65,1005,28,SE,14.75,0,0,78.75
30981,2013,7,14,20,2,72,66,61,59,22,69,1006,28,cv,3.13,0,0,64.5
30982,2013,7,14,21,2,64,71,64,66,21,69,1006,27,SE,3.13,0.1,0.1,66.25
30983,2013,7,14,22,2,56,NA,66,71,21,73,1006,26,SE,6.26,1.3,1.4,64.33333333
30984,2013,7,14,23,2,65,NA,66,78,22,88,1006,24,cv,0.89,1.7,3.1,69.66666667
30985,2013,7,15,0,2,67,86,67,70,23,94,1005,24,NE,0.89,5.2,8.3,72.5
30986,2013,7,15,1,2,69,88,68,75,23,94,1005,24,SE,1.79,1.9,10.2,75
30987,2013,7,15,2,2,71,90,69,77,22,94,1003,23,SE,4.92,1.5,11.7,76.75
30988,2013,7,15,3,2,64,84,71,84,22,94,1003,23,SE,8.05,2.5,14.2,75.75
30989,2013,7,15,4,2,58,69,67,68,22,94,1002,23,cv,0.89,9.7,23.9,65.5
30990,2013,7,15,5,2,58,69,67,53,22,94,1002,23,SE,1.79,7.9,31.8,61.75
30991,2013,7,15,6,2,72,92,77,96,23,100,1001,23,SE,4.92,1.7,33.5,84.25
30992,2013,7,15,7,2,56,76,59,71,23,94,1001,24,SE,9.84,1.6,35.1,65.5
30993,2013,7,15,8,2,33,59,41,48,23,94,1001,24,SE,13.86,3.1,38.2,45.25
30994,2013,7,15,9,2,33,59,41,38,23,94,1000,24,SE,17.88,3.5,41.7,42.75
30995,2013,7,15,10,2,28,53,39,53,23,88,1000,25,SE,22.8,1.5,43.2,43.25
30996,2013,7,15,11,2,NA,NA,NA,66,24,94,999,25,SE,28.61,1.3,44.5,66
30997,2013,7,15,12,2,NA,NA,NA,65,24,94,998,25,SE,32.63,2,46.5,65
30998,2013,7,15,13,2,43,80,69,71,24,94,998,25,SE,35.76,1,47.5,65.75
30999,2013,7,15,14,2,38,80,62,59,24,94,997,25,SE,38.89,0.2,47.7,59.75
31000,2013,7,15,15,2,44,80,53,53,24,88,997,26,SE,42.02,0.7,48.4,57.5
31001,2013,7,15,16,2,45,NA,45,50,24,94,997,25,SE,45.15,1,49.4,46.66666667
31002,2013,7,15,17,2,49,45,45,45,23,88,996,25,NW,4.02,0.4,49.8,46
31003,2013,7,15,18,2,73,40,45,59,22,83,995,25,NW,5.81,0.8,50.6,54.25
31004,2013,7,15,19,2,69,54,55,58,23,94,995,24,cv,0.89,0.2,50.8,59
31005,2013,7,15,20,2,68,61,48,70,23,94,996,24,SE,1.79,0.2,51,61.75
31006,2013,7,15,21,2,58,69,53,61,23,94,996,24,SE,3.58,0.1,51.1,60.25
31007,2013,7,15,22,2,60,55,50,54,23,94,996,24,SE,5.37,0,0,54.75
31008,2013,7,15,23,2,69,66,49,56,23,88,996,25,SE,7.16,0,0,60
31009,2013,7,16,0,2,66,68,52,60,23,94,996,24,cv,0.89,0,0,61.5
31010,2013,7,16,1,2,60,65,52,64,23,94,996,24,cv,1.78,0,0,60.25
31011,2013,7,16,2,2,58,65,50,66,22,94,995,23,NE,0.89,0,0,59.75
31012,2013,7,16,3,2,49,62,51,57,23,94,996,24,NW,1.79,0,0,54.75
31013,2013,7,16,4,2,49,62,51,33,23,100,996,23,NW,4.92,0.1,0.1,48.75
31014,2013,7,16,5,2,15,3,12,16,20,88,996,22,NW,9.84,0,0,11.5
31015,2013,7,16,6,2,9,3,11,15,19,83,997,22,NE,3.13,0,0,9.5
31016,2013,7,16,7,2,8,3,9,11,19,69,998,25,NW,3.13,0,0,7.75
31017,2013,7,16,8,2,7,3,6,12,18,57,999,27,NW,7.15,0,0,7
31018,2013,7,16,9,2,11,3,5,12,17,51,999,28,NW,12.96,0,0,7.75
31019,2013,7,16,10,2,8,3,3,9,17,48,999,29,NW,18.77,0,0,5.75
31020,2013,7,16,11,2,5,3,3,11,14,37,1000,30,NW,24.58,0,0,5.5
31021,2013,7,16,12,2,5,3,14,11,13,33,1000,31,NW,30.39,0,0,8.25
31022,2013,7,16,13,2,7,3,8,10,12,29,1000,32,NW,36.2,0,0,7
31023,2013,7,16,14,2,6,3,17,8,13,31,1000,32,NW,41.12,0,0,8.5
31024,2013,7,16,15,2,4,3,10,16,14,31,1000,33,NW,44.25,0,0,8.25
31025,2013,7,16,16,2,6,3,12,16,13,29,1000,33,SE,1.79,0,0,9.25
31026,2013,7,16,17,2,8,4,5,16,14,33,1000,32,NE,1.79,0,0,8.25
31027,2013,7,16,18,2,15,10,14,18,13,33,1001,31,SE,1.79,0,0,14.25
31028,2013,7,16,19,2,23,31,24,31,16,45,1002,29,SE,3.58,0,0,27.25
31029,2013,7,16,20,2,24,27,27,34,19,65,1002,26,SE,4.47,0,0,28
31030,2013,7,16,21,2,31,32,23,36,16,50,1003,27,SE,6.26,0,0,30.5
31031,2013,7,16,22,2,35,30,35,39,17,61,1004,25,cv,0.89,0,0,34.75
31032,2013,7,16,23,2,31,23,32,38,16,54,1004,26,SE,1.79,0,0,31
31033,2013,7,17,0,2,35,28,27,32,18,78,1004,22,cv,0.89,0,0,30.5
31034,2013,7,17,1,2,37,64,30,49,18,78,1005,22,cv,1.78,0,0,45
31035,2013,7,17,2,2,38,95,56,59,18,82,1005,21,cv,2.67,0,0,62
31036,2013,7,17,3,2,44,77,60,68,18,82,1005,21,NE,0.89,0,0,62.25
31037,2013,7,17,4,2,40,77,60,50,18,88,1006,20,cv,0.89,0,0,56.75
31038,2013,7,17,5,2,25,42,42,43,18,93,1006,19,NW,1.79,0,0,38
31039,2013,7,17,6,2,34,36,34,42,19,88,1006,21,NW,4.92,0,0,36.5
31040,2013,7,17,7,2,39,44,37,47,18,73,1006,23,NE,1.79,0,0,41.75
31041,2013,7,17,8,2,49,52,45,52,19,69,1006,25,cv,0.89,0,0,49.5
31042,2013,7,17,9,2,49,52,61,55,20,61,1006,28,cv,1.78,0,0,54.25
31043,2013,7,17,10,2,52,81,68,60,20,61,1006,28,SE,1.79,0,0,65.25
31044,2013,7,17,11,2,52,68,68,58,20,58,1006,29,cv,0.89,0,0,61.5
31045,2013,7,17,12,2,64,81,61,57,21,55,1006,31,cv,2.68,0,0,65.75
31046,2013,7,17,13,2,48,47,32,NA,18,43,1005,32,SE,4.92,0,0,42.33333333
31047,2013,7,17,14,2,37,25,33,35,19,43,1005,33,SE,8.05,0,0,32.5
31048,2013,7,17,15,2,36,38,25,33,15,35,1004,32,SE,12.07,0,0,33
31049,2013,7,17,16,2,29,18,24,34,17,40,1003,32,SE,15.2,0,0,26.25
31050,2013,7,17,17,2,25,19,22,35,16,38,1002,32,SE,18.33,0,0,25.25
31051,2013,7,17,18,2,31,6,28,33,14,35,1003,31,SE,21.46,0,0,24.5
31052,2013,7,17,19,2,33,55,39,54,19,54,1003,29,SE,25.48,0,0,45.25
31053,2013,7,17,20,2,90,111,90,79,20,61,1004,28,SE,29.5,0,0,92.5
31054,2013,7,17,21,2,51,52,54,49,18,54,1004,28,SE,32.63,0,0,51.5
31055,2013,7,17,22,2,51,69,49,53,20,65,1005,27,SE,36.65,0,0,55.5
31056,2013,7,17,23,2,62,96,70,72,21,73,1005,26,SE,40.67,0,0,75
31057,2013,7,18,0,2,92,134,105,100,21,73,1005,26,SE,44.69,0,0,107.75
31058,2013,7,18,1,2,114,166,126,128,21,78,1005,25,SE,46.48,0,0,133.5
31059,2013,7,18,2,2,148,182,146,135,22,88,1005,24,SE,49.61,0,0,152.75
31060,2013,7,18,3,2,157,188,155,149,22,88,1004,24,SE,51.4,0,0,162.25
31061,2013,7,18,4,2,173,198,172,157,23,94,1005,24,SE,53.19,0,0,175
31062,2013,7,18,5,2,175,192,164,150,22,88,1005,24,cv,0.89,0,0,170.25
31063,2013,7,18,6,2,165,186,158,145,23,94,1005,24,cv,1.78,0,0,163.5
31064,2013,7,18,7,2,159,201,156,154,22,83,1005,25,SE,3.13,0,0,167.5
31065,2013,7,18,8,2,167,214,171,163,22,83,1005,25,SE,6.26,0,0,178.75
31066,2013,7,18,9,2,180,227,191,167,23,88,1005,25,SE,8.05,0,0,191.25
31067,2013,7,18,10,2,193,245,202,169,23,83,1005,26,SE,11.18,0,0,202.25
31068,2013,7,18,11,2,197,264,201,175,22,78,1005,26,SE,15.2,0,0,209.25
31069,2013,7,18,12,2,200,254,213,161,22,78,1005,26,SE,19.22,0,0,207
31070,2013,7,18,13,2,203,256,212,163,22,78,1004,26,SE,23.24,0,0,208.5
31071,2013,7,18,14,2,185,251,220,173,22,74,1004,27,SE,27.26,0,0,207.25
31072,2013,7,18,15,2,179,237,179,137,22,74,1004,27,SE,31.28,0,0,183
31073,2013,7,18,16,2,175,255,175,137,23,78,1003,27,SE,35.3,0,0,185.5
31074,2013,7,18,17,2,154,192,152,122,23,78,1003,27,SE,39.32,0,0,155
31075,2013,7,18,18,2,154,192,152,108,23,78,1003,27,SE,42.45,0,0,151.5
31076,2013,7,18,19,2,101,108,93,91,22,78,1003,26,SE,44.24,0,0,98.25
31077,2013,7,18,20,2,110,98,106,99,22,78,1003,26,SE,46.03,0,0,103.25
31078,2013,7,18,21,2,80,106,100,77,21,78,1004,25,SE,47.82,0,0,90.75
31079,2013,7,18,22,2,92,77,84,86,21,78,1004,25,cv,0.89,0,0,84.75
31080,2013,7,18,23,2,106,89,94,93,21,78,1004,25,cv,1.78,0,0,95.5
31081,2013,7,19,0,2,117,111,111,107,20,78,1003,24,SE,3.13,0,0,111.5
31082,2013,7,19,1,2,139,129,137,126,20,78,1003,24,cv,0.89,0,0,132.75
31083,2013,7,19,2,2,150,129,153,141,20,83,1002,23,cv,1.78,0,0,143.25
31084,2013,7,19,3,2,158,165,163,146,20,83,1002,23,cv,2.67,0,0,158
31085,2013,7,19,4,2,178,172,176,160,20,83,1002,23,cv,3.56,0,0,171.5
31086,2013,7,19,5,2,182,179,180,165,21,88,1002,23,cv,4.45,0,0,176.5
31087,2013,7,19,6,2,189,191,179,165,21,88,1002,23,cv,5.34,0,0,181
31088,2013,7,19,7,2,198,197,187,166,21,83,1002,24,cv,6.23,0,0,187
31089,2013,7,19,8,2,198,213,200,150,21,73,1003,26,cv,8.02,0,0,190.25
31090,2013,7,19,9,2,197,219,185,134,21,73,1002,26,NW,1.79,0,0,183.75
31091,2013,7,19,10,2,184,202,181,120,22,74,1002,27,cv,0.89,0,0,171.75
31092,2013,7,19,11,2,183,209,194,116,22,69,1002,28,SE,1.79,0,0,175.5
31093,2013,7,19,12,2,173,184,196,95,22,65,1002,29,SE,4.92,0,0,162
31094,2013,7,19,13,2,173,197,189,109,22,62,1002,30,cv,0.89,0,0,167
31095,2013,7,19,14,2,154,198,165,118,21,58,1001,30,cv,2.68,0,0,158.75
31096,2013,7,19,15,2,128,188,144,111,22,65,1001,29,SE,1.79,0,0,142.75
31097,2013,7,19,16,2,107,151,121,98,22,58,1001,31,SE,4.92,0,0,119.25
31098,2013,7,19,17,2,99,135,107,94,22,58,1000,31,SE,8.05,0,0,108.75
31099,2013,7,19,18,2,104,132,109,103,22,65,1001,29,SE,12.97,0,0,112
31100,2013,7,19,19,2,112,133,105,97,22,65,1001,29,SE,16.99,0,0,111.75
31101,2013,7,19,20,2,124,138,122,111,22,74,1001,27,SE,18.78,0,0,123.75
31102,2013,7,19,21,2,121,136,126,105,21,69,1002,27,SE,21.91,0,0,122
31103,2013,7,19,22,2,121,136,126,110,21,73,1003,26,cv,0.89,0,0,123.25
31104,2013,7,19,23,2,129,142,135,119,22,83,1003,25,cv,1.78,0,0,131.25
31105,2013,7,20,0,2,141,154,142,127,22,88,1003,24,SE,0.89,0,0,141
31106,2013,7,20,1,2,143,159,144,136,22,94,1003,23,NE,0.89,0,0,145.5
31107,2013,7,20,2,2,117,169,145,170,21,88,1002,23,NE,1.78,0,0,150.25
31108,2013,7,20,3,2,138,177,164,170,22,94,1003,23,cv,0.89,0,0,162.25
31109,2013,7,20,4,2,161,182,165,168,22,94,1003,23,cv,1.78,0,0,169
31110,2013,7,20,5,2,170,186,167,166,22,94,1004,23,cv,2.67,0,0,172.25
31111,2013,7,20,6,2,169,193,174,161,23,94,1004,24,NW,0.89,0,0,174.25
31112,2013,7,20,7,2,174,201,184,152,23,88,1004,25,NW,2.68,0,0,177.75
31113,2013,7,20,8,2,160,180,163,116,23,74,1005,28,cv,0.89,0,0,154.75
31114,2013,7,20,9,2,104,141,111,86,19,54,1005,29,NE,1.79,0,0,110.5
31115,2013,7,20,10,2,74,77,81,31,19,48,1005,31,cv,0.89,0,0,65.75
31116,2013,7,20,11,2,21,64,38,30,16,38,1004,32,NE,3.13,0,0,38.25
31117,2013,7,20,12,2,26,3,16,14,14,33,1004,32,cv,1.79,0,0,14.75
31118,2013,7,20,13,2,12,5,20,16,9,22,1004,33,SE,1.79,0,0,13.25
31119,2013,7,20,14,2,19,27,21,15,10,24,1003,33,NE,1.79,0,0,20.5
31120,2013,7,20,15,2,15,35,24,15,11,26,1003,33,cv,1.79,0,0,22.25
31121,2013,7,20,16,2,20,50,38,17,11,24,1003,34,cv,2.68,0,0,31.25
31122,2013,7,20,17,2,66,102,55,56,12,31,1002,31,SE,1.79,0,0,69.75
31123,2013,7,20,18,2,104,156,116,96,19,48,1003,31,cv,0.89,0,0,118
31124,2013,7,20,19,2,110,200,170,137,20,58,1002,29,SE,3.13,0,0,154.25
31125,2013,7,20,20,2,139,205,171,139,20,61,1003,28,SE,4.92,0,0,163.5
31126,2013,7,20,21,2,122,201,163,128,21,65,1004,28,cv,0.89,0,0,153.5
31127,2013,7,20,22,2,110,166,140,112,22,74,1004,27,SE,1.79,0,0,132
31128,2013,7,20,23,2,NA,150,126,109,23,78,1004,27,SE,4.92,0,0,128.3333333
31129,2013,7,21,0,2,103,130,111,93,22,78,1005,26,SE,8.05,0,0,109.25
31130,2013,7,21,1,2,83,128,90,87,22,83,1005,25,SE,9.84,0,0,97
31131,2013,7,21,2,2,73,113,86,74,22,83,1004,25,SE,12.97,0,0,86.5
31132,2013,7,21,3,2,70,101,69,65,21,83,1004,24,SE,16.1,0,0,76.25
31133,2013,7,21,4,2,67,103,68,65,21,83,1004,24,cv,0.89,0,0,75.75
31134,2013,7,21,5,2,59,106,74,83,21,83,1005,24,cv,1.78,0,0,80.5
31135,2013,7,21,6,2,61,114,88,86,21,83,1005,24,SE,1.79,0,0,87.25
31136,2013,7,21,7,2,65,122,96,85,21,83,1005,24,NE,0.89,0,0,92
31137,2013,7,21,8,2,76,126,97,77,21,73,1005,26,cv,0.89,0,0,94
31138,2013,7,21,9,2,88,148,108,80,21,69,1005,27,cv,1.78,0,0,106
31139,2013,7,21,10,2,99,162,102,90,22,65,1005,29,cv,2.67,0,0,113.25
31140,2013,7,21,11,2,102,149,112,94,22,62,1005,30,SE,1.79,0,0,114.25
31141,2013,7,21,12,2,88,138,103,91,22,62,1005,30,cv,1.79,0,0,105
31142,2013,7,21,13,2,70,104,72,65,21,58,1005,30,SE,3.13,0,0,77.75
31143,2013,7,21,14,2,73,115,78,75,21,52,1004,32,cv,3.13,0,0,85.25
31144,2013,7,21,15,2,73,119,81,66,21,52,1003,32,SE,4.02,0,0,84.75
31145,2013,7,21,16,2,65,101,88,66,20,52,1003,31,SE,8.94,0,0,80
31146,2013,7,21,17,2,58,84,56,56,20,52,1003,31,SE,12.96,0,0,63.5
31147,2013,7,21,18,2,39,61,38,48,19,48,1004,31,SE,16.09,0,0,46.5
31148,2013,7,21,19,2,37,54,47,42,19,54,1004,29,SE,17.88,0,0,45
31149,2013,7,21,20,2,NA,54,NA,50,19,58,1004,28,SE,19.67,0,0,52
31150,2013,7,21,21,2,50,61,48,48,21,69,1005,27,SE,20.56,0,0,51.75
31151,2013,7,21,22,2,50,77,50,54,20,78,1005,24,SE,21.45,0,0,57.75
31152,2013,7,21,23,2,NA,NA,NA,61,21,83,1005,24,SE,22.34,0,0,61
31153,2013,7,22,0,2,NA,NA,NA,73,21,83,1005,24,SE,23.23,0,0,73
31154,2013,7,22,1,2,83,94,90,84,20,73,1005,25,SE,26.36,0,0,87.75
31155,2013,7,22,2,2,83,94,90,92,20,83,1004,23,SE,27.25,0,0,89.75
31156,2013,7,22,3,2,97,120,96,92,20,88,1005,22,SE,28.14,0,0,101.25
31157,2013,7,22,4,2,102,143,98,104,21,88,1005,23,SE,29.93,0,0,111.75
31158,2013,7,22,5,2,107,157,105,118,20,88,1005,22,cv,0.89,0,0,121.75
31159,2013,7,22,6,2,113,164,132,124,21,88,1005,23,SE,1.79,0,0,133.25
31160,2013,7,22,7,2,113,164,132,116,22,83,1004,25,SE,3.58,0,0,131.25
31161,2013,7,22,8,2,NA,NA,NA,99,21,69,1005,27,SE,5.37,0,0,99
31162,2013,7,22,9,2,NA,NA,NA,96,21,65,1005,28,cv,0.89,0,0,96
31163,2013,7,22,10,2,NA,NA,NA,NA,20,61,1004,28,SE,1.79,0,0,
31164,2013,7,22,11,2,NA,NA,NA,NA,19,54,1004,29,SE,3.58,0,0,
31165,2013,7,22,12,2,87,101,77,NA,20,55,1004,30,SE,5.37,0,0,88.33333333
31166,2013,7,22,13,2,86,85,83,NA,19,51,1004,30,SE,7.16,0,0,84.66666667
31167,2013,7,22,14,2,73,83,71,NA,20,55,1004,30,SE,10.29,0,0,75.66666667
31168,2013,7,22,15,2,64,85,70,NA,19,51,1003,30,SE,13.42,0,0,73
31169,2013,7,22,16,2,82,108,90,75,18,48,1002,30,SE,17.44,0,0,88.75
31170,2013,7,22,17,2,107,112,102,96,20,58,1002,29,SE,20.57,0,0,104.25
31171,2013,7,22,18,2,122,134,133,117,19,58,1001,28,SE,22.36,0,0,126.5
31172,2013,7,22,19,2,147,137,136,122,19,58,1002,28,SE,24.15,0,0,135.5
31173,2013,7,22,20,2,117,160,138,124,19,65,1003,26,SE,25.94,0,0,134.75
31174,2013,7,22,21,2,98,156,136,107,19,65,1003,26,cv,0.89,0,0,124.25
31175,2013,7,22,22,2,107,137,120,102,19,65,1003,26,SE,1.79,0,0,116.5
31176,2013,7,22,23,2,71,105,95,70,21,73,1003,26,cv,0.89,0,0,85.25
31177,2013,7,23,0,2,72,83,72,71,21,78,1002,25,cv,1.78,0,0,74.5
31178,2013,7,23,1,2,82,99,91,80,20,73,1002,25,cv,2.67,0,0,88
31179,2013,7,23,2,2,83,99,91,83,20,69,1002,26,SE,0.89,0,0,89
31180,2013,7,23,3,2,64,42,67,59,19,69,1002,25,SE,4.02,0,0,58
31181,2013,7,23,4,2,52,28,48,49,16,57,1001,25,SE,8.04,0,0,44.25
31182,2013,7,23,5,2,57,39,55,53,17,64,1002,24,SE,9.83,0,0,51
31183,2013,7,23,6,2,58,53,59,59,17,68,1002,23,SE,12.96,0,0,57.25
31184,2013,7,23,7,2,58,53,59,44,18,73,1002,23,SE,16.98,0,0,53.5
31185,2013,7,23,8,2,25,12,29,27,18,65,1002,25,cv,1.79,0,0,23.25
31186,2013,7,23,9,2,18,27,22,23,17,57,1001,26,SE,4.92,0,0,22.5
31187,2013,7,23,10,2,17,32,28,18,16,48,1001,28,NW,4.02,0,0,23.75
31188,2013,7,23,11,2,19,25,31,22,15,42,1000,29,cv,3.13,0,0,24.25
31189,2013,7,23,12,2,24,44,28,24,16,42,1000,30,SE,3.13,0,0,30
31190,2013,7,23,13,2,22,46,38,28,17,43,999,31,cv,3.13,0,0,33.5
31191,2013,7,23,14,2,27,46,29,26,17,40,998,32,SE,3.13,0,0,32
31192,2013,7,23,15,2,25,26,39,31,18,43,997,32,SE,7.15,0,0,30.25
31193,2013,7,23,16,2,25,26,39,31,17,43,997,31,SE,12.07,0,0,30.25
31194,2013,7,23,17,2,27,38,40,33,17,43,996,31,SE,16.99,0,0,34.5
31195,2013,7,23,18,2,34,43,44,41,18,48,997,30,SE,21.91,0,0,40.5
31196,2013,7,23,19,2,34,40,38,40,18,51,998,29,SE,25.93,0,0,38
31197,2013,7,23,20,2,43,41,41,46,18,54,998,28,SE,29.95,0,0,42.75
31198,2013,7,23,21,2,44,47,49,46,19,61,999,27,SE,33.08,0,0,46.5
31199,2013,7,23,22,2,47,52,55,48,19,69,999,25,SE,34.87,0,0,50.5
31200,2013,7,23,23,2,56,59,65,58,19,69,999,25,SE,36.66,0,0,59.5
31201,2013,7,24,0,2,65,60,71,64,19,73,999,24,SE,38.45,0,0,65
31202,2013,7,24,1,2,71,68,74,70,20,83,998,23,cv,0.89,0,0,70.75
31203,2013,7,24,2,2,73,78,74,75,20,88,998,22,NE,0.89,0,0,75
31204,2013,7,24,3,2,65,82,73,72,19,88,999,21,NW,0.89,0,0,73
31205,2013,7,24,4,2,70,84,77,80,20,88,999,22,NW,1.78,0,0,77.75
31206,2013,7,24,5,2,73,78,81,79,19,88,1000,21,NW,3.57,0,0,77.75
31207,2013,7,24,6,2,74,73,72,72,20,88,1000,22,NW,7.59,0,0,72.75
31208,2013,7,24,7,2,66,86,78,62,20,73,1000,25,NW,11.61,0,0,73
31209,2013,7,24,8,2,40,80,70,51,20,61,1001,28,NW,13.4,0,0,60.25
31210,2013,7,24,9,2,29,43,37,28,19,51,1001,30,cv,0.89,0,0,34.25
31211,2013,7,24,10,2,20,24,20,17,19,43,1000,33,cv,1.78,0,0,20.25
31212,2013,7,24,11,2,11,25,12,12,17,36,1000,34,cv,2.67,0,0,15
31213,2013,7,24,12,2,17,23,20,13,13,26,1000,35,NW,4.92,0,0,18.25
31214,2013,7,24,13,2,15,22,18,12,11,20,999,37,NW,10.73,0,0,16.75
31215,2013,7,24,14,2,10,35,29,15,12,22,999,37,NW,15.65,0,0,22.25
31216,2013,7,24,15,2,10,41,33,14,11,20,998,37,NW,21.46,0,0,24.5
31217,2013,7,24,16,2,NA,34,44,17,12,22,998,37,NW,28.61,0,0,31.66666667
31218,2013,7,24,17,2,NA,39,35,18,12,22,998,37,NW,34.42,0,0,30.66666667
31219,2013,7,24,18,2,NA,42,29,17,12,22,998,37,NW,38.44,0,0,29.33333333
31220,2013,7,24,19,2,NA,43,17,17,12,23,998,36,NW,42.46,0,0,25.66666667
31221,2013,7,24,20,2,NA,43,21,29,14,31,999,33,NW,44.25,0,0,31
31222,2013,7,24,21,2,NA,50,43,40,19,58,999,28,cv,0.89,0,0,44.33333333
31223,2013,7,24,22,2,NA,60,47,48,18,57,1000,27,NW,1.79,0,0,51.66666667
31224,2013,7,24,23,2,NA,80,42,38,18,61,1000,26,cv,0.89,0,0,53.33333333
31225,2013,7,25,0,2,NA,44,7,26,19,65,1000,26,cv,1.78,0,0,25.66666667
31226,2013,7,25,1,2,NA,44,7,36,20,73,1000,25,NE,1.79,0,0,29
31227,2013,7,25,2,2,NA,43,32,30,19,73,1000,24,NW,3.13,0,0,35
31228,2013,7,25,3,2,NA,16,21,18,18,73,1000,23,NW,7.15,0,0,18.33333333
31229,2013,7,25,4,2,NA,16,19,23,18,69,1000,24,NW,10.28,0,0,19.33333333
31230,2013,7,25,5,2,NA,15,19,18,17,64,1001,24,NW,12.07,0,0,17.33333333
31231,2013,7,25,6,2,NA,18,22,17,17,61,1001,25,NW,16.09,0,0,19
31232,2013,7,25,7,2,NA,23,17,18,17,54,1001,27,NW,20.11,0,0,19.33333333
31233,2013,7,25,8,2,16,20,20,17,17,48,1002,29,NW,23.24,0,0,18.25
31234,2013,7,25,9,2,21,23,21,24,17,45,1002,30,NW,27.26,0,0,22.25
31235,2013,7,25,10,2,15,24,19,19,16,38,1002,32,NE,4.02,0,0,19.25
31236,2013,7,25,11,2,14,28,18,22,14,30,1002,34,cv,1.79,0,0,20.5
31237,2013,7,25,12,2,21,35,35,17,14,28,1002,35,SE,1.79,0,0,27
31238,2013,7,25,13,2,20,35,42,20,14,28,1001,35,cv,1.79,0,0,29.25
31239,2013,7,25,14,2,18,47,51,30,14,26,1001,36,SE,4.02,0,0,36.5
31240,2013,7,25,15,2,34,60,68,32,15,28,1000,36,SE,7.15,0,0,48.5
31241,2013,7,25,16,2,38,63,71,30,15,30,1000,35,SE,12.07,0,0,50.5
31242,2013,7,25,17,2,42,97,85,48,14,28,1000,35,SE,16.09,0,0,68
31243,2013,7,25,18,2,81,120,114,74,17,38,1000,33,SE,21.01,0,0,97.25
