,battery,year,month,brand,model,weight,CPU model,CPU freq,CPU cores,SIM cards,ROM,RAM,screen size,resolution,screen material,front camera,rear camera,rear camera specs,charging port,price,comments
100002498858,1950 ,2018年,11月,酷派（Coolpad）,s158,100,其他,,,1个,,,2.4英寸,其他,其他,,无后置摄像头,,Micro USB,['129.00'],1.2万+
50636223699,,,,,,,,,,,,,,,,,,,,['1999.00'],6800+
34641453792,4200mAh,2018年,10月,,mate20pro,约189克（含电池）,,,,2个,,,,,OLED,,,,Type-C,['4599.00'],6700+
52691431048,4000（typ）*/3900（min）,2019年,5月,小米（MI）,红米7a,约165,,,,2个,,,,,其他,,,,Micro USB,['539.00'],6800+
40294783703,800,2018年,12月,诺基亚（NOKIA）,Nokia 106,70.2,,,,2个,,,,,LCD,,,,Micro USB,['145.00'],6700+
40851580302,3020mAh（典型值）,2019年,1月,华为（HUAWEI）,荣耀畅玩8A ,150,,,,2个,,,,,IPS,,,,Micro USB,['583.00'],6700+
100002143689,,,,,,,,,,,,,,,,,,,,['79.00'],6700+
27662064449,,,,,,,,,,,,,,,,,,,,['4650.00'],6600+
53143335201,,,,,,,,,,,,,,,,,,,,['1799.00'],6700+
54916655720,3750mAh（典型值） ,2018年,9月,华为（HUAWEI）,荣耀8x,约175克（含电池）,麒麟710,,,2个,,,6.5英寸,FHD+ 1080x2340 像素,IPS,,后置双摄,,Micro USB,['885.00'],6600+
33725617047,,,,,,,,,,,,,,,,,,,,['5488.00'],6500+
100005304827,2100,2019年,10月,多亲（QIN）,多亲Qin2 pro,105,八核A55 ,,,1个,,,5.05英寸,576×1440,LCD,,后置单摄,,Type-C,['699.00'],6700+
51847960886,3020mAh（典型值）2920mAh（最小值）,2019年,7月,华为（HUAWEI）,荣耀畅玩8,约146克（含电池）,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,['508.00'],6700+
56646598083,,,,,,,,,,,,,,,,,,,,['5859.00'],6500+
30759784900,,,,,,,,,,,,,,,,,,,,['178.00'],6400+
44105841325,3300mAh(typ),2019年,2月,,以官网信息为准,173g,,,,2个,,,,,AMOLED,,,,Type-C,['2788.00'],6400+
51594073012,4000mAh（典型值）,2019年,7月,,荣耀9X,206g,麒麟810,,,2个,,,6.59英寸,1080*2040,LTPS,,后置双摄,,Type-C,['1099.00'],6500+
53140796935,4000mAh（典型值）,2019年,7月,华为（HUAWEI）,荣耀9X,206g,,,,2个,,,,,LTPS,,,,Type-C,['1349.00'],6400+
100005158409,4500mAh,2019年,10月,,三星 Galaxy A90 5G（SM-A9080）全息黑 ,206,骁龙855,,,2个,,,6.7英寸,1080 x 2400,Super Amoled,,后置三摄,,Type-C,['3499.00'],6700+
59018340626,3020mAh（典型值） 2920mAh（最小值）,2019年,7月,华为（HUAWEI）,荣耀畅玩8,约146克（含电池） 备注：实际重量依配置、制造工,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,['499.00'],6400+
100003102030,,,,,,,,,,,,,,,,,,,,['349.00'],6400+
100010802032,4200mAh（典型值） 4100mAh（额定值）,2019年,11月,华为（HUAWEI）,荣耀V30,约213克（含电池） 备注：实际重量依配置、制造工艺、测量方法的不同可能有所差异。,HUAWEI Kirin 990 (麒麟990),,,2个,,,6.57英寸,FHD+ 2400×1080像素,TFT LCD（IPS）,,后置三摄,,Type-C,['4098.00'],6900+
46174471503,4020,2019年,5月,OPPO,OPPO A9,190,,,,2个,,,,,AMOLED,,,,Micro USB,['1799.00'],6300+
100009506486,4000,2019年,10月,realme,realme X2,182,骁龙730G,,,2个,,,6.4英寸,1080×2340,AMOLED,,后置四摄,,Type-C,['1799.00'],6300+
39849180473,3400mAh（典型值）,2018年,11月,华为（HUAWEI）,荣耀10青春版,约162克（含电池）,其他,,,2个,,,6.21英寸,FHD+ 1080x2340 像素,TFT LCD（IPS）,,后置双摄,,Micro USB,['1099.00'],6200+
51017743879,,,,,,,,,,,,,,,,,,,,['1999.00'],6400+
100010421242,4000,2019年,10月,realme,realme X2,182,骁龙730G,,,2个,,,6.4英寸,1080×2340,AMOLED,,后置四摄,,Type-C,['1799.00'],6300+
100006074435,2000,2018年,6月,小辣椒,红辣椒Q11,156,sc9832,,,2个,,,5.0英寸,1280x720,TFT,,后置单摄,,Micro USB,['299.00'],6200+
53894315596,800,2019年,以官网信息为准,天语（K-Touch）,Q21C,85.2,,,,1个,,,,,TFT,,,,Micro USB,['129.00'],6200+
48397681993,1500,2018年,以官网信息为准,,F9,143,,,,2个,,,,,TFT,,,,Micro USB,['299.00'],6200+
100005172329,4000,2019年,10月,realme,realme X2 Pro,199,骁龙855plus,,,2个,,,6.5英寸,2400×1080,Super Amoled,,后置四摄,,Type-C,['2899.00'],6200+
56798884028,4000mAh,2018年,12月,,以官网信息为准,168,,,,2个,,,,,TFT,,,,Micro USB,['968.00'],6100+
56230085114,4000mAh（典型值,2019年,9月,华为（HUAWEI）,荣耀Play3,176g,麒麟710F,,,2个,,,6.39 英寸,1560x720,TFT LCD（IPS）,,后置三摄,,Micro USB,['808.00'],7200+
34487179057,,,,,,,,,,,,,,,,,,,,['999.00'],6100+
100006785474,4500,2019年,7月,vivo,Y7s,179,MT6768(P65),,,2个,,,6.38英寸,2340x1080,AMOLED,,后置三摄,,Micro USB,['1598.00'],6200+
100006166830,,,,,,,,,,,,,,,,,,,,['99.00'],6200+
100009558196,3050,2019年,1月,小辣椒,红辣椒7R,202,mt6739,,,2个,,,6.0英寸,1440x720,TFT,,后置双摄,,Micro USB,['499.00'],6000+
56247927005,4000,2019年,9月,,畅享10 Plus,约196.8g,,,,2个,,,,,LTPS,,,,Type-C,['1669.00'],6100+
54287898274,3400mAh（典型值）,2018年,11月,,荣耀10青春版,约162克（含电池）,,,,2个,,,,,IPS,,,,Micro USB,['869.00'],6000+
100005787920,,,,,,,,,,,,,,,,,,,,['168.00'],6100+
53365195617,4000mAh（典型值）,2019年,7月,华为（HUAWEI）, 华为荣耀9x ,206g ,,,,2个,,,,,LTPS,,,,Type-C,['1799.00'],6000+
32781260497,2000,2018年,1月,朵唯（DOOV）,朵唯,110,,,,2个,,,,,TFT,,,,Micro USB,['199.00'],5900+
44126603482,,,,,,,,,,,,,,,,,,,,['3688.00'],5900+
17534280259,,,,,,,,,,,,,,,,,,,,['4999.00'],5900+
100006093101,4000mAh（typ）*3900mAh（min）,2019年,8月,,Redmi Note8,190,骁龙665,,,2个,,,6.3英寸,2340*1080 FHD+,其他,,后置四摄,,Type-C,['1099.00'],6300+
37299954508,3400mAh（典型值）,2018年,11月,华为（HUAWEI）,荣耀10青春,约162克,,,,2个,,,,,IPS,,,,Micro USB,['1198.00'],5900+
100001768391,2000,2018年,12月,飞利浦（Philips）,E125,92,其他,,,2个,,,其他英寸,240*320以下,TFT,,后置单摄,,Micro USB,['119.00'],5900+
100004881069,,,,,,,,,,,,,,,,,,,,['293.00'],1.2万+
39890462630,3750mAh（典型值）,2018年,12月,华为（HUAWEI）,华为nova4,172,,,,2个,,,,,TFT,,,,Type-C,['1799.00'],5800+
38362141571,4000,2018年,1月,天语（K-Touch）,Q31,188.6(克),其他,,,2个,,,2.4英寸,240x320,TFT,,后置单摄,,Micro USB,['168.00'],5800+
100009122944,4000,2019年,10月,realme,realme X2 Pro,199,骁龙855plus,,,2个,,,6.5英寸,2400×1080,Super Amoled,,后置四摄,,Type-C,['2899.00'],5800+
51533719234,,,,,,,,,,,,,,,,,,,,['55.00'],5800+
46716584320,,,,,,,,,,,,,,,,,,,,['949.00'],5800+
56156630761,4000mAh(typ) / 3900mAh(mi,2019年,9月,小米（MI）,小米9 Pro5G,196,骁龙855plus,,,2个,,,6.39 英寸,2340 x 1080,AMOLED,,后置三摄,,Type-C,['3545.00'],5800+
25593752573,1400,2017年,6月,纽曼（Newman）,L660s,125,,,,2个,,,,,TFT,,,,Micro USB,['189.00'],5800+
29511252688,3000mAh（典型值）,2018年,6月,华为（HUAWEI）,荣耀9i,约152 g,,,,2个,,,,,其他,,,,Micro USB,['1149.00'],5700+
44569312557,,,,,,,,,,,,,,,,,,,,['599.00'],5700+
100009135370,1700,2019年,10月,天语（K-Touch）,天语V9,143,其他,,,2个,,,2.4英寸,320x240,TFT,,后置单摄,,Micro USB,['209.00'],5700+
34640640654,4000mAh,2018年,10月,,mate20,约188克（含电池）,,,,2个,,,,,TFT,,,,Type-C,['2545.00'],5700+
36916831182,,,,,,,,,,,,,,,,,,,,['429.00'],5700+
31347357239,3010（典型值）,2018年,8月,魅族（MEIZU）,魅族16th,152,骁龙845（SDM845）,,,2个,,,6.0英寸,659074,其他,,后置双摄,,Type-C,['1568.00'],5700+
49097184577,,,,,,,,,,,,,,,,,,,,['369.00'],5700+
37607675437,其他,2017年,以官网信息为准,,F6,120,,,,其他,,,,,其他,,,,其它接口,['198.00'],5700+
42702130095,,,,,,,,,,,,,,,,,,,,['1199.00'],5700+
33914219907,,,,,,,,,,,,,,,,,,,,['49.00'],5700+
55079550625,4500,2019年,8月,小米（MI）,小米 红米Note8 pro,199.8,,,,2个,,,,,其他,,,,Type-C,['1356.00'],5800+
100004542250,1700,2019年,3月,飞利浦（Philips）,E319,112,其他,,,2个,,,2.8英寸,240X320,TFT,,后置单摄,,Micro USB,['199.00'],5600+
57004161080,,,,,,,,,,,,,,,,,,,,['399.00'],5600+
100005511289,4100,2019年,11月,vivo,S5,188,骁龙712,,,2个,,,6.44英寸,2400*1080,AMOLED,,后置四摄,,Type-C,['2698.00'],5700+
34814213360,4200mAh（典型值）,2018年,10月,华为（HUAWEI）,mate20pro,约189克（含电池）,,,,2个,,,,,OLED,,,,Type-C,['4599.00'],5600+
50639010321,4000mAh（典型值）,2019年,6月,华为（HUAWEI）,华为nova5i,178,,,,2个,,,,,其他,,,,Type-C,['1989.00'],5500+
100005755993,4350,2019年,12月,vivo,X30,196.5,E980,,,2个,,,6.44英寸,2400x1080,AMOLED,,后置三摄,,Type-C,['3298.00'],6900+
46310540571,,,,,,,,,,,,,,,,,,,,['899.00'],5500+
100008426582,5000,2019年,9月,金立（Gionee）,金立K3,188,MTK6763,,,2个,,,6.2英寸,1520*720,TFT,,后置双摄,,Micro USB,['949.00'],5500+
100010402144,4500mAh（典型值）,2019年,11月,华为（HUAWEI）,HUAWEI Mate 30 Pro 5G,约198克（含电池）,HUAWEI Kirin 990 5G(麒麟990 5G),,,2个,,,6.53英寸,FHD+ 2400×1176 像素,OLED,,后置四摄,,Type-C,['7899.00'],5500+
41084018484,4000mAh（典型值）,2018年,12月,华为（HUAWEI）,畅享9,168（以实际为准）,,,,2个,,,,,TFT,,,,Micro USB,['829.00'],5400+
27697515767,,,,,,,,,,,,,,,,,,,,['149.00'],5400+
27663664990,1600,2019年,以官网信息为准,,·,80,,,,2个,,,,,其他,,,,其它接口,['99.00'],5300+
34692028899,4000mAh（典型值）,2018年,10月,华为（HUAWEI）,mate20,约188克（含电池）,麒麟980,,,2个,,,6.53英寸,728961,TFT,,后置三摄,,Type-C,['3599.00'],5300+
58800408212,,,,,,,,,,,,,,,,,,,,['3199.00'],5400+
38886901684,,,,,,,,,,,,,,,,,,,,['418.00'],5300+
51927841147,4000mAh（典型值）,2019年,7月,华为（HUAWEI）,荣耀9X,约206g ,,,,2个,,,,,LTPS,,,,Type-C,['1099.00'],5300+
60778985698,4200mAh,2019年,9月,,HUAWEI MATE 30,196克,,,,2个,,,,,OLED,,,,Type-C,['4999.00'],5400+
34669670291,,,,,,,,,,,,,,,,,,,,['4599.00'],5200+
60044399927,4000mAh(典型值）,2018年,10月,,华为畅享9 Plus,约173g(含电池),,,,2个,,,,,TFT,,,,Micro USB,['1199.00'],5200+
60643173806,4200mAh（典型值）,2019年,9月,华为（HUAWEI）,HUAWEI Mate 30,约196克（含电池）,麒麟990,,,2个,,,其他英寸,FHD+ 2340×1080 像素,其他,,后置三摄,,Type-C,['4999.00'],5300+
44546425380,,,,,,,,,,,,,,,,,,,,['299.00'],5200+
25670915378,500,2018年,1月,,纽曼儿童手机,90,其他,,,2个,,,1.8英寸,180*180,其他,,后置单摄,,其它接口,['89.00'],5200+
100005585708,900,2019年,4月,纽曼（Newman）,W560,90,其他,,,2个,,,1.8英寸,240*320,TFT,,无后置摄像头,,Micro USB,['158.00'],5200+
100004286349,3500mAh（典型值）,2019年,9月,三星（SAMSUNG）,三星 Galaxy Note10 8GB+256GB 密斯白（SM-N9700）,168,骁龙855,,,2个,,,6.3英寸,2280×1080,Dynamic AMOLED,,后置三摄,,Type-C,['5669.00'],5300+
56759005117,5000,2019年,5月,,Z5x,204.1,,,,2个,,,,,LCD,,,,Micro USB,['1698.00'],5300+
32968958069,,,,,,,,,,,,,,,,,,,,['4359.00'],5100+
56801944409,4000(typ)x\3900(min),2019年,5月,,红米7A,约165,,,,2个,,,,,其他,,,,Micro USB,['535.00'],5300+
19498980942,600,2017年,6月,金柏利,001B,50,,,,2个,,,,,其他,,,,Micro USB,['108.00'],5100+
1466278168,4050,2016年,12月,MANN,ZUG 5S Q,245,,,,2个,,,,,IPS,,,,Micro USB,['1099.00'],5100+
34273530459,,,,,,,,,,,,,,,,,,,,['1399.00'],5100+
55674461811,以官网信息为准,2019年,9月,Apple,iPhone 11 Pro Max,226,,,,2个,,,,,其他,,,,Lightning（iPhone）,['10299.00'],5200+
54346167886,3000mAh（typ）,2018年,以官网信息为准,小米（MI）,小米play,约150,,,,2个,,,,,其他,,,,Micro USB,['1018.00'],5000+
10632192954,,,,,,,,,,,,,,,,,,,,['169.00'],5000+
100003102026,,,,,,,,,,,,,,,,,,,,['299.00'],5000+
100010426468,4500,2019年,12月,vivo,iQOO Neo 855竞速版,198.5,骁龙855plus,,,2个,,,6.38英寸,2340x1080,AMOLED,,后置三摄,,Type-C,['2598.00'],5900+
45545111915,0,2019年,4月,,HUA WEI P30,165,,,,2个,,,,,OLED,,,,Type-C,['3688.00'],5000+
52588010239,,,,,,,,,,,,,,,,,,,,['1099.00'],5000+
100006058066,,,,,,,,,,,,,,,,,,,,['499.00'],4900+
61226688110,3080mAh//3000mAh,2017年,8月,小米（MI）,note5A,约153g,其他,,,2个,,,5.5英寸,--,其他,,后置单摄,,Micro USB,['799.00'],4900+
44142413906,4200mAh（典型值）,2019年,4月,,P30 Pro,192,,,,2个,,,,,OLED,,,,Type-C,['4488.00'],4900+
100010949248,3400,2019年,4月,小辣椒,红辣椒8X,182.5,mt6763,,,2个,,,6.2英寸,1520x720,TFT,,后置双摄,,Micro USB,['649.00'],4900+
14155000956,6000,2017年,8月,AGM,AGM X2,250,,,,2个,,,,,AMOLED,,,,Type-C,['2299.00'],4900+
43691509723,6000,2017年,8月,AGM,AGM X2,250,,,,2个,,,,,AMOLED,,,,Type-C,['2599.00'],4900+
34415503629,6000,2017年,8月,AGM,AGM X2,250,,,,2个,,,,,AMOLED,,,,Type-C,['2399.00'],4900+
33683386972,,,,,,,,,,,,,,,,,,,,['2299.00'],4900+
44942466864,3400mAh（典型值）,2019年,4月,华为（HUAWEI）,华为荣耀20i,约164g,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,['999.00'],4900+
100005274306,4000mAh（典型值）,2019年,5月,中兴（ZTE）,中兴 ZTE 天机 AXON10 PRO,175,骁龙855,,,2个,,,6.47英寸,FHD+2340*1080,AMOLED,,后置三摄,,Type-C,['3699.00'],4800+
57520292034,3920mAh （额定值），4000mAh（典型值,2019年,10月,OPPO,OPPO K5,约182g,,,,2个,,,,,AMOLED,,,,Type-C,['1799.00'],5100+
44126652221,3650mAh（典型值）,2019年,4月,,P30,165,,,,2个,,,,,OLED,,,,Type-C,['3688.00'],4800+
43734948548,3340mAh（典型值）,2019年,3月,,华为nova4e,约159克（含电池）,,,,2个,,,,,其他,,,,Type-C,['1198.00'],5000+
50691966951,3500mAh(典型值),2019年,6月,华为（HUAWEI）,华为nova5pro,约171克(含电池),,,,2个,,,,,OLED,,,,Type-C,['2499.00'],4900+
26622663085,3640（典型值）,2018年,8月,魅族（MEIZU）,魅族16plus,182,骁龙845（SDM845）,,,2个,,,6.5英寸,659074,其他,,后置双摄,,Type-C,['1858.00'],4700+
100005350467,,,,,,,,,,,,,,,,,,,,['1799.00'],4700+
100004472574,3650mAh（典型值）备注：电池额定容量为 3550mAh,2019年,4月,华为（HUAWEI）,,165,麒麟980,2*Cortex-A76 Based 2.6GHz+ 2*Cortex-A76 Based 1.92GHz+ 4*Cortex-A55 1.8GHz,八核,2个,256GB,8GB,6.1英寸,2340*1080,OLED,3200万像素,3个,4000+1600+800万像素,Type-C,['4937.00'],4700+
100006567258,3700,2019年,7月,三星（SAMSUNG）,三星 Galaxy A80 8GB+128GB太空黑 （SM-A8050）,220,骁龙730G,,,2个,,,6.7英寸,2400*1080,Super Amoled,,后置三摄,,Type-C,['2499.00'],4700+
30542239569,,,,,,,,,,,,,,,,,,,,['459.00'],4700+
38237578599,4230mAh（典型值）,2018年,12月,OPPO,OPPO A5,168g,,,,2个,,,,,TFT,,,,Micro USB,['699.00'],4600+
100001075215,1500mAh,2018年,8月,,K188,98,其他,,,1个,,,2.4英寸,240*320,TFT,,后置单摄,,Micro USB,['269.00'],4600+
27851484160,1800,2018年,8月,其他,1,158,,,,1个,,,,,其他,,,,Mini USB,['299.00'],4600+
55741287052,4500mAh（typ）,2019年,8月,小米（MI）,Redmi Note8 Pro,199.8,Helio G90T,,,2个,,,6.53英寸,2340*1080,其他,,后置四摄,,Type-C,['1458.00'],4900+
25039444418,,,,,,,,,,,,,,,,,,,,['668.00'],4600+
100009762112,5000,2019年,10月,vivo,U3,193,骁龙675,,,2个,,,6.53英寸,2340x1080,TFT,,后置三摄,,Micro USB,['1199.00'],4800+
30345370574,5000,2018年,8月,华为（HUAWEI）,荣耀note10,约230克（含电池） 备注：实际重量依配置、制造工,,,,2个,,,,,AMOLED,,,,Type-C,['1449.00'],4700+
62469029650,4500mAh,2019年,11月,,Mate 30 Pro 5G,以官网信息为准,其他,,,2个,,,其他英寸,以官网信息为准,其他,,其他,,Type-C,['6899.00'],4500+
53176208201,,,,,,,,,,,,,,,,,,,,['1799.80'],4600+
23182571574,2080,2017年,6月,纽曼（Newman）,M560C,100,其他,,,1个,,,2.4英寸,596118,其他,,后置单摄,,Micro USB,['128.00'],4500+
31798589194,4860,2018年,1月,,捷语6600,238,mt6737m,,,2个,,,5.0英寸,1280x720,IPS,,后置单摄,,Micro USB,['699.00'],4500+
100002498872,1200,2018年,11月,酷派（Coolpad）,v18,69,其他,,,1个,,,2.4英寸,其他,其他,,后置单摄,,Micro USB,['159.00'],1.2万+
26040247419,1300,2018年,3月,海尔（Haier）,M360C,118,,,,1个,,,,,TFT,,,,Micro USB,['219.00'],4500+
58145338297,3500mAh（典型值）,2019年,6月,,华为nova 5 Pro,约171克（含电池）,,,,2个,,,,,OLED,,,,Type-C,['2489.00'],4600+
11917887400,6800,2017年,8月,,海语,120g,其他,,,1个,其他,其他,2.4英寸,596119,其他,,后置单摄,,Micro USB,['129.90'],4400+
38650751431,4000mAh(典型值）,2018年,10月,华为（HUAWEI）,华为畅享9plus,约173g(含电池),,,,2个,,,,,TFT,,,,Micro USB,['999.00'],4500+
36016855975,3500mAh（典型值）,2018年,10月,华为（HUAWEI）,荣耀Magic2,约206g（含电池）,,,,2个,,,,,AMOLED,,,,Type-C,['1848.00'],4500+
11532356728,800,2016年,5月,,EN8C,131,其他,,,1个,,,2.4英寸,240×320,TFT,,后置单摄,,Micro USB,['119.00'],4400+
100010237238,4000,2019年,11月,小辣椒,红辣椒7X 尊享版,171,MT6763,,,2个,,,6.3英寸,2340x1080,TFT,,后置双摄,,Type-C,['799.00'],4500+
55781974769,,,,,,,,,,,,,,,,,,,,['1699.00'],4500+
56637145208,4500,2019年,8月,vivo,iQOO Pro,217,,,,2个,,,,,AMOLED,,,,Type-C,['3498.00'],4500+
57131801715,0,2017年,9月,Apple, iPhone 8 Plus,0,,,,1个,,,,,其他,,,,Lightning（iPhone）,['4799.00'],4400+
51081717624,,,,,,,,,,,,,,,,,,,,['728.00'],4300+
50307431258,4000mAh（典型值）,2018年,10月,华为（HUAWEI）,荣耀畅玩8C,167.2,,,,2个,,,,,IPS,,,,Micro USB,['722.00'],4300+
44559473186,1000,2018年,11月,飞利浦（Philips）,飞利浦E107,250,其他,,,2个,,,其他英寸,596120,TFT,,后置单摄,,Micro USB,['99.00'],4300+
60778210402,4500mAh,2019年,9月,,HUAWEI MATE 30 Pro,约198克,,,,2个,,,,,OLED,,,,Type-C,['6899.00'],4300+
10662685942,,,,,,,,,,,,,,,,,,,,['375.00'],4300+
34642781314,4000mAh（典型值）,2018年,10月,华为（HUAWEI）,Mate20,约188克（含电池）,,,,2个,,,,,TFT,,,,Type-C,['3199.00'],4300+
100004562551,1400,2019年,8月,天语（K-Touch）,N1C,100,其他,,,1个,,,2.4英寸,240*320,TFT,,后置单摄,,Micro USB,['158.00'],3100+
51603436554,3750mAh（典型值）,2019年,6月,,HONOR 20,约174g,,,,2个,,,,,TFT LCD（IPS）,,,,Type-C,['2399.00'],4300+
27142072448,,,,,,,,,,,,,,,,,,,,['169.00'],4200+
100002131962,1100,2018年,5月,,M365,97,其他,,,2个,,,2.4英寸,240*320,TFT,,后置单摄,,其它接口,['199.00'],4200+
100005221935,5000mAh,2019年,10月,中兴（ZTE）,ZTE Blade 20 Smart,190,Helio P60,,,2个,,,6.49,1560*720,TFT,,后置三摄,,Type-C,['899.00'],4400+
24220674376,4000mAh（典型值）,2018年,12月,华为（HUAWEI）,畅享9,约168克（含电池）,,,,2个,,,,,TFT,,,,Micro USB,['959.00'],4200+
56902393019,以官网信息为准,2019年,9月,Apple,iPhone 11,约194,,,,2个,,,,,LCD,,,,Lightning（iPhone）,['5678.00'],4300+
100009292484,3500mAh（典型值）,2019年,8月,华为（HUAWEI）,华为nova 5 Pro,约171克（含电池）,麒麟980,,,2个,,,6.39英寸,FHD+  2340 x 1080 像素（备注：该分辨率对应标准矩形，实际屏幕采用圆角和珍珠屏设计，有效像素略少。）,OLED,,后置四摄,,Type-C,['3199.00'],4300+
29809363973,800,2018年,4月,天语（K-Touch）,R7,91,其他,,,2个,,,2.4英寸,596118,TFT,,后置单摄,,Micro USB,['129.00'],4200+
12966278313,1200,2017年,5月,索爱,Z86  移动/联通 翻盖老人手机,200,,,,2个,,,,,其他,,,,其它接口,['279.00'],4200+
34378007794,1970,2018年,3月,MANN,MANN S2,145,,,,2个,,,,,TFT,,,,Micro USB,['299.00'],4200+
25867475583,,,,,,,,,,,,,,,,,,,,['299.00'],4200+
11532249368,800,2016年,以官网信息为准,,EN8,109,其他,,,2个,,,2.4英寸,240×320,TFT,,后置单摄,,Micro USB,['89.00'],4200+
57003856982,4000mAh,2018年,12月,,华为畅享9,约168克,,,,2个,,,,,其他,,,,Micro USB,['939.00'],4200+
41386209572,4000mAh（典型值）,2018年,12月,,畅享9移动全网通,168（以实际为准）,其他,,,2个,,,其他英寸,其他,TFT,,其他,,Micro USB,['849.00'],4100+
12172199456,3800,2019年,2月,,2016,0,,,,2个,,,,,其他,,,,Micro USB,['119.00'],4100+
30755896885,3010（典型值）,2018年,8月,魅族（MEIZU）,以官网信息为准,152,骁龙845（SDM845）,,,2个,,,6.0英寸,659074,其他,,后置双摄,,Type-C,['暂无报价'],4100+
58365527435,5000mAh（典型值）,2018年,10月,华为（HUAWEI）,畅享max,约210克（含电池）,骁龙660（MSM8976Plus）,,,2个,,,其他英寸,2240*1080,TFT,,后置双摄,,Micro USB,['1158.00'],4200+
55808650513,以官网信息为准,2019年,8月,小米（MI）,小米红米note8,190,骁龙665,,,2个,,,6.3英寸,2340*1080 ,其他,,后置四摄,,Type-C,['1158.00'],4200+
56630299340,5000,2019年,5月,vivo,Z5x,204.1,,,,2个,,,,,LCD,,,,Micro USB,['1298.00'],4300+
54897011174,4500,2019年,8月,vivo,iQOO Pro,215,,,,2个,,,,,AMOLED,,,,Type-C,['2698.00'],4100+
59195950981,2500,2019年,10月,中兴（ZTE）,L105,103,其他,,,其他,,,2.4英寸,320x240,其他,,后置单摄,,其它接口,['99.00'],4100+
100006589342,1300,2018年,以官网信息为准,酷派（Coolpad）,S618,97,其他,,,1个,,,2.0英寸,176*220,TFT,,后置单摄,,Micro USB,['99.00'],3.4万+
100005442207,4035,2019年,9月,realme,realme Q,184,骁龙712,,,2个,,,6.3英寸,2340×1080,LTPS,,后置四摄,,Type-C,['1298.00'],4400+
100000982018,,,,,,,,,,,,,,,,,,,,['9999.00'],4100+
45033256217,,,,,,,,,,,,,,,,,,,,['2299.80'],4100+
47003846200,4000mAh（典型值）,2018年,12月,,华为畅享9,168,,,,2个,,,,,TFT,,,,Micro USB,['1199.00'],4000+
100010421214,4035,2019年,9月,realme,realme Q,184,骁龙712,,,2个,,,6.3英寸,2340×1080,LTPS,,后置四摄,,Type-C,['1298.00'],4300+
10492339278,,,,,,,,,,,,,,,,,,,,['129.00'],4000+
30725321286,3600,2018年,以官网信息为准,,C18,220,其他,,,1个,,,2.4英寸,596118,其他,,其他,,Micro USB,['135.00'],4000+
27183940241,1200,2018年,4月,,爱户外ioutdoor F2,132.6,,,,2个,,,,,TFT,,,,Micro USB,['368.00'],4000+
57842210104,4000mAh,2019年,10月,OPPO,OPPO Reno Ace,约200g,骁龙855plus,,,2个,,,其他英寸,2400*1080,AMOLED,,后置四摄,,Type-C,['2999.00'],4100+
44098076278,,,,,,,,,,,,,,,,,,,,['1898.00'],4000+
100007318504,,,,,,,,,,,,,,,,,,,,['369.00'],4000+
43192351582,2800,2018年,7月,酷派（Coolpad）,酷玩7,199,其他,,,2个,,,5.5英寸,720*1440,TFT,,后置单摄,,Micro USB,['499.00'],4000+
34240993733,4000mAh（典型值） 3900mAh（最小值）,2018年,10月,,以官网信息为准,167.2g实际尺寸测量方法的不同可能有所差异,其他,,,2个,,,6.26英寸,699383,其他,,其他,,Micro USB,['739.00'],4000+
57089585503,,,,,,,,,,,,,,,,,,,,['2499.00'],4100+
32480846400,,,,,,,,,,,,,,,,,,,,['888.00'],3900+
27386342750,,,,,,,,,,,,,,,,,,,,['98.00'],3900+
35145301785,1300,2018年,9月,飞利浦（Philips）,E259S,140,其他,,,2个,,,2.8英寸,其他,其他,,后置单摄,,Micro USB,['298.00'],3900+
47024721480,4000mAh（典型值） 3900mAh（最小值）,2018年,10月,华为（HUAWEI）,荣耀畅玩8C,167.2g,,,,2个,,,,,IPS,,,,Micro USB,['758.00'],3900+
43699365652,,,,,,,,,,,,,,,,,,,,['299.00'],3900+
100004854354,4000,2018年,9月,中兴（ZTE）,中兴天机AXON 9 简约版 ,179,骁龙845（SDM845）,,,2个,,,6.21英寸,FHD+（1080×2248）,AMOLED,,后置双摄,,Type-C,['1699.00'],3900+
54279052699,4000mAh-5999mAh,2018年,10月,,荣耀畅玩8C,167.2g ,其他,,,2个,,,其他英寸,1520x720,IPS,,后置双摄,,Micro USB,['722.00'],3900+
52831889230,3750mAh（典型值）,2019年,5月,华为（HUAWEI）,华为荣耀20,约174克（含电池）,,,,2个,,,,,TFT LCD（IPS）,,,,Type-C,['2099.00'],3900+
16603632555,以官网信息为准,2017年,9月,苹果（Apple）,iPhone8,148,,,,1个,,,,,其他,,,,Lightning（iPhone）,['3459.00'],3900+
55123496343,,,,,,,,,,,,,,,,,,,,['798.00'],4000+
53207174362,1200,2018年,10月,,创星S10,150,其他,,,2个,,,1.8英寸,320×240,其他,,无后置摄像头,,其它接口,['58.00'],3900+
55976522875,4000,2019年,9月,,华为畅享 10Plus,约196.8g,,,,2个,,,,,LTPS,,,,Type-C,['1399.00'],3800+
46054133208,其他,2018年,以官网信息为准,华为（HUAWEI）,以官网信息为准,其他,,,,2个,,,,,其他,,,,Micro USB,['838.00'],3800+
